P1,T1,N2,MF
0.319535307080001,0.269110574371089,0.97820187669471,0.908087619409523
0.319894261791672,0.270185775333508,0.977841039633555,0.909059480786145
0.325601626586507,0.26948537182182,0.979007319726944,0.919483506693427
0.32182184059949,0.271389775377668,0.977606346011181,0.910929420122335
0.321682804292053,0.272227324348367,0.977557914724928,0.911033766539899
0.321405143486848,0.272812819838795,0.977077814898014,0.910469877588174
0.32118092201335,0.273249305403094,0.977456941895277,0.911599406506153
0.322127578967668,0.277521477956281,0.977195902578784,0.91186151008865
0.322100404010129,0.289036196998386,0.97755091439473,0.908033793445646
0.32058556397149,0.276775183826626,0.97806548428122,0.909996781781637
0.32083416734727,0.27642614660199,0.978222538275186,0.910110184008248
0.322662441850176,0.276986458174193,0.979254128188697,0.916296310004759
0.323307544506026,0.276350527337296,0.979255900633287,0.915466232500444
0.323131169188481,0.274013471601243,0.97933211783413,0.914508070009853
0.315650235047709,0.273672058570306,0.978275001391776,0.907860773963522
0.322511432870725,0.272553158516591,0.979412388555097,0.913520742526369
NaN,NaN,NaN,NaN
0.323032774651271,0.273440741785939,0.979432906555529,0.913065153945568
0.322719171709773,0.270591021639913,0.979554246296893,0.912708734898414
0.322656439438859,0.269088907819557,0.979945307448668,0.913802308303539
0.322610534747271,0.268615648427838,0.979708460851255,0.91376711572392
0.322576544009459,0.268718533450621,0.979809488252233,0.913292721414555
0.310065186674954,0.264481518875831,0.976970341749296,0.897229062841504
0.321370371121303,0.265537794275353,0.979217918501654,0.911687436344159
